"Timestamp","¿En qué fecha realizó los contactos?","Coloque la sede a la pertenecen los alumnos contactados:","Coloque la categoría a la pertenecen los alumnos contactados:","¿Realizó llamadas?","Cantidad de llamadas realizadas (sólo colocar el número de llamadas realizadas):","Cantidad de llamadas efectivas (sólo colocar el número de llamadas efectivas, si ninguna fue efectiva colocar 0):","¿Envío mensajes de contacto?","Cantidad de mensajes  enviados (colocar el número total de mensajes que envío para esta categoría):","Cantidad de mensajes que obtuvieron respuesta (colocar el número de respuestas que obtuvo de sus mensajes enviados):","¿Envío trabajos (entrenamientos)?","¿Cuántos ejercicios diferentes envío?","Que usted sepa, ¿cuántos de sus alumnos de esta categoría recibieron la unidad de entrenamiento?","Según usted, ¿cuántos de sus alumnos de esta categoría realizaron los trabajos?","Si tiene algún comentario o sugerencia escríbalo aquí:"
"2020/06/19 5:07:18 PM CDT","2020-06-19","Paraiso 2","Infantil","Sí","6","5","Sí","21","3","Sí","1","4","2",""
"2020/06/19 5:07:49 PM CDT","2020-06-19","San Francisco de Asís","Infantil","Sí","10","7","Sí","10","8","Sí","12","5","4",""
"2020/06/19 5:09:40 PM CDT","2020-06-19","San Francisco de Asís","Juvenil","Sí","16","11","Sí","10","8","Sí","10","5","4",""
"2020/06/19 5:57:20 PM CDT","2020-06-19","Justo Rufino Barrios","Intermedia","No","","","Sí","5","12","Sí","3","4","3",""
"2020/06/19 7:23:16 PM CDT","2020-06-19","Capitalinos B-EMEFUT","Equipo Mayor","No","","","Sí","20","20","Sí","5","5","5",""
"2020/06/19 7:24:11 PM CDT","2020-06-18","Roosevelt","Moscos","Sí","10","5","Sí","15","10","Sí","3","4","3",""
"2020/06/19 7:25:41 PM CDT","2020-06-19","Roosevelt","Intermedia","No","","","Sí","15","15","Sí","5","5","5",""
"2020/06/19 7:26:25 PM CDT","2020-06-18","Roosevelt","Juvenil","Sí","5","5","Sí","16","12","Sí","3","4","3",""
"2020/06/19 7:29:38 PM CDT","2020-06-19","Roosevelt","Moscos","Sí","10","5","Sí","15","10","Sí","4","4","3","Los alumnos indican que desean retornar a los entrenamientos y felicitan municipalidad "
"2020/06/19 7:31:44 PM CDT","2020-06-19","Roosevelt","Juvenil","Sí","5","5","Sí","15","10","Sí","4","4","3",""
"2020/06/19 7:51:50 PM CDT","2020-06-19","Lourdes","Moscos","Sí","10","10","Sí","10","10","Sí","3","5","5",""
"2020/06/19 7:52:43 PM CDT","2020-06-19","Lourdes","Infantil","No","","","Sí","14","9","Sí","3","4","4",""
"2020/06/19 7:53:36 PM CDT","2020-06-19","Lourdes","Intermedia","Sí","10","10","No","","","Sí","3","4","4",""
"2020/06/19 7:54:32 PM CDT","2020-06-19","Lourdes","Juvenil","No","","","Sí","16","12","Sí","3","4","4",""
"2020/06/19 8:44:11 PM CDT","2020-06-19","Nimajuyú","Infantil","Sí","23","23","Sí","23","23","Sí","5","5","5","Se trabajaron pruebas físicas"
"2020/06/19 8:45:06 PM CDT","2020-06-19","Nimajuyú","Moscos","No","","","Sí","16","15","Sí","5","5","4","Pruebas físicas"
"2020/06/19 8:50:10 PM CDT","2020-06-16","Gerona","Moscos","Sí","12","7","Sí","12","7","Sí","5","5","5","muchas gracias
"
"2020/06/19 8:52:02 PM CDT","2020-06-16","Gerona","Infantil","Sí","9","6","Sí","9","6","Sí","5","5","5","muchas gracias"
"2020/06/19 8:56:07 PM CDT","2020-06-16","Gerona","Intermedia","Sí","15","11","Sí","15","11","Sí","5","5","5","muchas gracias
"
"2020/06/19 10:03:04 PM CDT","2020-06-19","Nimajuyú","Juvenil","No","","","Sí","17","15","Sí","4","5","4",""
"2020/06/19 11:39:10 PM CDT","2020-06-19","Chácara","Moscos","No","","","Sí","14","14","Sí","6","5","5",""
"2020/06/20 12:34:31 AM CDT","2020-06-19","Campo Marte","Intermedia","Sí","14","10","Sí","14","3","No","","","",""
"2020/06/20 9:13:16 PM CDT","2020-06-19","Proyecto 4-10","Juvenil","No","","","Sí","3","19","Sí","4","5","0",""
"2020/06/20 9:15:02 PM CDT","2020-06-19","Proyecto 4-10","Intermedia","No","","","Sí","1","9","Sí","3","3","0",""
"2020/06/20 9:17:21 PM CDT","2020-06-19","Proyecto 4-10","Infantil","No","","","Sí","4","16","Sí","4","4","0",""
"2020/06/20 9:18:35 PM CDT","2020-06-19","Proyecto 4-10","Moscos","No","","","Sí","2","14","Sí","4","3","1",""
"2020/06/21 3:51:38 PM CDT","2020-06-19","Cantón 21","Moscos","Sí","5","4","Sí","6","6","Sí","4","4","4",""
"2020/06/21 3:52:29 PM CDT","2020-06-19","Cantón 21","Infantil","Sí","8","5","Sí","9","6","Sí","4","4","4",""
"2020/06/21 3:53:52 PM CDT","2020-06-19","Cantón 21","Intermedia","Sí","8","7","Sí","8","8","Sí","6","4","4",""
"2020/06/21 3:55:25 PM CDT","2020-06-19","Cantón 21","Juvenil","Sí","9","7","Sí","8","7","Sí","6","4","4",""
"2020/06/21 10:11:32 PM CDT","0020-06-15","Florida","Moscos","Sí","10","7","No","","","No","","","",""
"2020/06/21 10:12:49 PM CDT","0020-06-15","Florida","Infantil","No","","","Sí","15","12","No","","","",""
"2020/06/21 10:13:49 PM CDT","0020-06-15","Florida","Juvenil","Sí","12","7","No","","","No","","","",""
"2020/06/21 10:14:44 PM CDT","0020-06-15","Florida","Intermedia","Sí","9","5","No","","","No","","","",""
"2020/06/21 10:16:07 PM CDT","2020-06-16","Florida","Infantil","No","","","Sí","17","15","Sí","5","4","4",""
"2020/06/21 10:17:19 PM CDT","2020-06-17","Florida","Infantil","No","","","Sí","17","13","Sí","5","3","4",""
"2020/06/21 10:18:14 PM CDT","2020-06-18","Florida","Infantil","No","","","Sí","27","25","Sí","3","4","3",""
"2020/06/21 10:19:04 PM CDT","2020-06-19","Florida","Infantil","No","","","Sí","27","22","Sí","5","4","3",""
"2020/06/22 8:13:41 AM CDT","2020-06-22","Alameda","Moscos","Sí","14","14","Sí","14","14","Sí","2","5","5",""
"2020/06/22 11:22:01 AM CDT","2020-06-22","Milles Rock","Intermedia","Sí","15","15","Sí","15","15","Sí","1","5","5",""
"2020/06/22 1:20:56 PM CDT","2020-06-22","Santa Fe","Infantil","No","","","Sí","14","7","Sí","3","1","1",""
"2020/06/22 1:23:54 PM CDT","2020-06-19","Santa Fe","Juvenil","No","","","Sí","15","5","No","","","",""
"2020/06/22 1:24:28 PM CDT","2020-06-22","Santa Fe","Moscos","No","","","Sí","9","4","No","","","",""
"2020/06/22 1:24:52 PM CDT","2020-06-22","Santa Fe","Juvenil","No","","","Sí","15","6","No","","","",""
"2020/06/22 1:47:02 PM CDT","2020-06-22","Castillo Lara","Moscos","No","","","Sí","12","08","Sí","01","5","4","Ninguno"
"2020/06/22 1:58:45 PM CDT","2020-06-22","Muniguate","Equipo Mayor","Sí","24","22","No","","","Sí","6","5","5","Continuamos dandole seguimiento a las jugadoras,a través de llamadas,contactos,videos de entrenamiento"
"2020/06/22 2:06:10 PM CDT","2020-06-19","Milles Rock","Moscos","Sí","3","1","Sí","4","12","Sí","3","3","3",""
"2020/06/22 2:06:56 PM CDT","2020-06-22","Milles Rock","Moscos","No","","","Sí","4","12","Sí","3","3","3",""
"2020/06/22 2:25:17 PM CDT","2020-06-22","San Francisco de Asís","Intermedia","Sí","2","2","Sí","11","11","Sí","2","5","2",""
"2020/06/22 2:36:52 PM CDT","2020-06-22","Milles Rock","Juvenil","Sí","15","9","Sí","3","0","Sí","1","5","5",""
"2020/06/22 2:52:01 PM CDT","2020-06-22","Campo Marte","Intermedia","Sí","14","7","Sí","14","7","No","","","",""
"2020/06/22 3:01:41 PM CDT","2020-06-22","Maestro","Infantil","No","","","Sí","3","17","Sí","2","3","1",""
"2020/06/22 3:11:54 PM CDT","2020-06-22","Lourdes","Juvenil","No","","","Sí","16","13","Sí","11","3","3",""
"2020/06/22 3:13:24 PM CDT","2020-06-22","Roosevelt","Moscos","Sí","5","5","Sí","10","5","Sí","","4","3","Los alumnos indican que desean retornar a los entrenamientos y felicitan a  lo maspronto posible"
"2020/06/22 3:15:38 PM CDT","2020-06-22","Roosevelt","Juvenil","Sí","10","10","Sí","10","10","Sí","3","4","4","Los alumnos indican que desean retornar a los entrenamientos y  a los entrenamientos y felicitan a  lo más rápido posible "
"2020/06/22 3:18:18 PM CDT","2020-06-22","Roosevelt","Infantil","Sí","3","3","Sí","15","10","Sí","2","3","3","Los alumnos indican que  a los entrenamientos  lo más  rápido posible "
"2020/06/22 3:20:58 PM CDT","2020-06-22","Chácara","Moscos","No","","","Sí","14","13","Sí","6","4","4",""
"2020/06/22 3:22:01 PM CDT","2020-06-22","Bethania","Infantil","No","","","Sí","20","12","Sí","3","5","3",""
"2020/06/22 3:22:28 PM CDT","2020-06-22","Milles Rock","Infantil","No","","","Sí","15","5","Sí","1","5","4",""
"2020/06/22 3:25:36 PM CDT","2020-06-22","Campo Marte","Moscos","No","","","Sí","23","16","Sí","1","5","3",""
"2020/06/22 3:28:49 PM CDT","2020-06-22","Justo Rufino Barrios","Infantil","No","","","Sí","10","10","Sí","3","5","5",""
"2020/06/22 3:29:49 PM CDT","2020-06-22","Alameda","Intermedia","No","","","Sí","14","14","No","","","",""
"2020/06/22 3:30:19 PM CDT","2020-06-22","Justo Rufino Barrios","Juvenil","No","","","Sí","12","12","Sí","3","5","5",""
"2020/06/22 3:35:11 PM CDT","2020-06-22","Capitalinos B-EMEFUT","Sub-18","Sí","20","17","Sí","20","16","Sí","15","5","5","Se envió a los alumnos informacion por medio de teletrabajo,llamadas,mensajes por wat shap y videos de entrenamiento,así como llamadas a los padres de familia,seguimiento por medio de enlaces y link. Todo en base a la planificación según Microciclo de actividades deportivas."
"2020/06/22 3:42:34 PM CDT","2020-06-22","Chácara","Infantil","Sí","11","11","Sí","11","11","Sí","3","5","5","Todo bien gracias "
"2020/06/22 3:44:08 PM CDT","2020-06-22","Santa Fe","Intermedia","No","","","Sí","15","3","No","","","",""
"2020/06/22 3:58:39 PM CDT","2020-06-22","Campo Marte","Juvenil","Sí","12","11","Sí","7","6","No","","","",""
"2020/06/22 4:04:02 PM CDT","2020-06-22","Chácara","Juvenil","No","","","Sí","16","8","Sí","8","3","3",""
"2020/06/22 4:04:50 PM CDT","2020-06-22","Muniguate","Sub-15","No","","","Sí","20","18","Sí","8","5","4",""
"2020/06/22 4:15:34 PM CDT","2020-06-22","Paraiso 2","Moscos","No","","","Sí","30","9","No","","","",""
"2020/06/22 4:18:53 PM CDT","2020-06-22","Paraiso 2","Juvenil","No","","","Sí","10","1","No","","","",""
"2020/06/22 4:26:15 PM CDT","2020-06-22","Justo Rufino Barrios","Moscos","Sí","16","16","Sí","16","16","Sí","4","5","5","Siempre trabajamos en casa con diferente ejercicios "
"2020/06/22 4:39:12 PM CDT","2020-06-22","San Francisco de Asís","Infantil","Sí","8","4","Sí","11","7","Sí","12","5","4",""
"2020/06/22 4:40:57 PM CDT","2020-06-22","San Francisco de Asís","Juvenil","Sí","8","4","Sí","12","5","Sí","10","5","4",""
"2020/06/22 4:41:34 PM CDT","2020-06-18","Limón","Moscos","No","","","Sí","16","6","Sí","3","4","4",""
"2020/06/22 4:43:50 PM CDT","2020-06-19","Limón","Moscos","No","","","Sí","16","3","Sí","3","4","",""
"2020/06/22 4:45:06 PM CDT","2020-06-22","Limón","Moscos","No","","","Sí","16","2","Sí","3","4","4",""
"2020/06/22 4:51:22 PM CDT","2020-06-22","Florida","Moscos","Sí","5","4","Sí","1","4","Sí","5","5","5",""
"2020/06/22 5:04:13 PM CDT","2020-06-22","Maestro","Juvenil","Sí","13 ","6","Sí","17 ","6","Sí","2","5","4",""
"2020/06/22 5:05:29 PM CDT","2020-06-22","Maestro","Moscos","No","","","Sí","27","18","Sí","6","","5",""
"2020/06/22 5:06:51 PM CDT","2020-06-22","Maestro","Intermedia","No","","","Sí","25","17","Sí","6","","5",""
"2020/06/22 5:32:12 PM CDT","2020-06-22","Roosevelt","Intermedia","No","","","Sí","15","15","Sí","5","5","5",""
"2020/06/22 5:32:49 PM CDT","2020-06-22","Capitalinos B-EMEFUT","Equipo Mayor","No","","","Sí","20","20","Sí","5","5","5",""
"2020/06/22 7:58:36 PM CDT","2020-06-22","Nimajuyú","Infantil","No","","","Sí","22","22","Sí","4","5","5",""
"2020/06/22 7:59:28 PM CDT","2020-06-22","Nimajuyú","Moscos","No","","","Sí","16","14","Sí","4","5","3",""
"2020/06/22 9:36:59 PM CDT","2020-06-22","Lourdes","Moscos","Sí","5","5","Sí","15","15","Sí","2","5","5",""
"2020/06/22 9:38:53 PM CDT","2020-06-22","Lourdes","Infantil","Sí","7","3","Sí","7","7","Sí","3","5","4",""
"2020/06/22 9:40:47 PM CDT","2020-06-22","Lourdes","Intermedia","Sí","10","10","No","","","Sí","2","5","5",""
"2020/06/22 9:42:21 PM CDT","2020-06-22","Lourdes","Juvenil","No","","","Sí","16","16","Sí","2","5","5",""
"2020/06/22 9:44:01 PM CDT","2020-06-22","San Francisco de Asís","Moscos","Sí","6","5","Sí","10","7","Sí","3","4","4",""
"2020/06/22 11:08:37 PM CDT","2020-06-22","Alameda","Sub-15","No","","","Sí","2","16","Sí","4","4","1",""
"2020/06/22 11:10:20 PM CDT","2020-06-22","Proyecto 4-10","Juvenil","No","","","Sí","3","18","Sí","4","4","0",""
"2020/06/22 11:11:10 PM CDT","2020-06-22","Proyecto 4-10","Intermedia","No","","","Sí","1","9","Sí","3","3","0",""
"2020/06/22 11:12:21 PM CDT","2020-06-22","Proyecto 4-10","Infantil","No","","","Sí","4","14","Sí","4","4","0",""
"2020/06/22 11:13:21 PM CDT","2020-06-22","Proyecto 4-10","Moscos","No","","","Sí","2","14","Sí","4","3","0",""
"2020/06/22 11:37:18 PM CDT","2020-06-22","Nimajuyú","Juvenil","No","","","Sí","17","14","Sí","3","5","1",""
"2020/06/23 10:50:10 AM CDT","2020-06-23","Muniguate","Equipo Mayor","No","","","Sí","23","23","Sí","8","5","5",""
"2020/06/23 11:24:54 AM CDT","2020-06-23","Campo Marte","Juvenil","Sí","10","7","Sí","7","7","Sí","3","5","5",""
"2020/06/23 12:57:14 PM CDT","2020-06-23","Santa Fe","Infantil","No","","","Sí","14","6","Sí","4","1","1",""
"2020/06/23 1:13:25 PM CDT","2020-06-23","Milles Rock","Intermedia","Sí","15","14","Sí","15","14","Sí","1","5","5",""
"2020/06/23 1:41:38 PM CDT","2020-06-23","Justo Rufino Barrios","Juvenil","No","","","Sí","14","14","Sí","3","5","5",""
"2020/06/23 1:49:14 PM CDT","2020-06-23","Campo Marte","Juvenil","Sí","","","Sí","","","Sí","","5","5",""
"2020/06/23 1:54:10 PM CDT","2020-06-15","Paraiso 2","Intermedia","No","","","Sí","13","4","No","","","",""
"2020/06/23 1:56:35 PM CDT","2020-06-16","Paraiso 2","Intermedia","Sí","10","9","Sí","3","3","Sí","4","5","4",""
"2020/06/23 2:03:51 PM CDT","2020-06-23","Justo Rufino Barrios","Moscos","Sí","12","12","Sí","12","12","Sí","4","5","5","Siempre trabajamos en casa con diferente ejercicios"
"2020/06/23 2:09:02 PM CDT","2020-06-23","Paraiso 2","Moscos","No","","","Sí","30","9","Sí","3","5","2",""
"2020/06/23 2:10:11 PM CDT","2020-06-17","Paraiso 2","Intermedia","No","","","Sí","5","2","No","","","",""
"2020/06/23 2:11:24 PM CDT","2020-06-18","Paraiso 2","Intermedia","No","","","Sí","8","4","Sí","2","4","3",""
"2020/06/23 2:12:16 PM CDT","2020-06-19","Paraiso 2","Intermedia","No","","","Sí","6","1","No","","","",""
"2020/06/23 2:13:04 PM CDT","2020-06-23","Alameda","Moscos","Sí","14","14","Sí","14","14","Sí","2","5","5",""
"2020/06/23 2:13:07 PM CDT","2020-06-22","Paraiso 2","Intermedia","No","","","Sí","13","5","No","","","",""
"2020/06/23 2:26:41 PM CDT","2020-06-22","Castillo Lara","Intermedia","No","","","Sí","15","9","Sí","4","5","5",""
"2020/06/23 2:27:50 PM CDT","2020-06-22","Castillo Lara","Juvenil","No","","","Sí","10","6","Sí","4","5","5",""
"2020/06/23 2:29:00 PM CDT","2020-06-23","Castillo Lara","Intermedia","No","","","Sí","15","7","Sí","4","5","5",""
"2020/06/23 2:30:24 PM CDT","2020-06-23","Castillo Lara","Juvenil","No","","","Sí","10","5","Sí","4","5","5",""
"2020/06/23 2:36:13 PM CDT","2020-06-23","Bethania","Infantil","No","","","Sí","20 ","12","Sí","3","5","3",""
"2020/06/23 2:47:15 PM CDT","2020-06-23","San Francisco de Asís","Intermedia","Sí","5","2","Sí","12","12","Sí","3","5","2",""
"2020/06/23 2:58:27 PM CDT","2020-06-23","Milles Rock","Juvenil","Sí","15","10","No","","","No","","","",""
"2020/06/23 3:02:32 PM CDT","2020-06-23","Milles Rock","Moscos","Sí","4","2","Sí","5","13","Sí","3","4","4",""
"2020/06/23 3:09:55 PM CDT","2020-06-23","Paraiso 2","Juvenil","No","","","Sí","10","1","Sí","3","1","1",""
"2020/06/23 3:16:15 PM CDT","2020-06-23","Chácara","Infantil","Sí","14","11","Sí","14","11","Sí","6","5","5","Enviados via whats app"
"2020/06/23 3:17:10 PM CDT","2020-06-23","Campo Marte","Moscos","No","","","Sí","23","15","Sí","1","5","3",""
"2020/06/23 3:18:51 PM CDT","2020-06-23","Maestro","Infantil","No","","","Sí","2","14","Sí","1 ","3","2","UNA VARIANTE NADA MAS PERO COMBINADO CON LO DEMAS."
"2020/06/23 3:20:35 PM CDT","2020-06-23","Castillo Lara","Infantil","No","","","Sí","12","5","Sí","1","4","2",""
"2020/06/23 3:25:27 PM CDT","2020-06-23","Capitalinos B-EMEFUT","Sub-18","Sí","20","15","Sí","20","15","Sí","20","5","5","Se envió a los alumnos informacion por medio de teletrabajo,llamadas,mensajes por wat shap y videos de entrenamiento,así como llamadas a los padres de familia,seguimiento por medio de enlaces y link. Todo en base a la planificación según Microciclo de actividades deportivas."
"2020/06/23 3:32:01 PM CDT","2020-06-22","Santa Fe","Juvenil","No","","","Sí","15","6","No","","","",""
"2020/06/23 3:32:40 PM CDT","2020-06-23","Santa Fe","Moscos","No","","","Sí","9","4","Sí","4","5","2",""
"2020/06/23 3:33:09 PM CDT","2020-06-23","Santa Fe","Juvenil","No","","","Sí","15","5","Sí","5","5","2",""
"2020/06/23 3:44:18 PM CDT","2020-06-23","Santa Fe","Intermedia","No","","","Sí","15","5","Sí","2","3","0",""
"2020/06/23 3:48:35 PM CDT","2020-06-23","Chácara","Infantil","Sí","11","11","Sí","11","11","Sí","3","5","5","Todo bien gracias "
"2020/06/23 3:53:55 PM CDT","2020-06-23","Roosevelt","Infantil","No","","","Sí","25","2","No","","","",""
"2020/06/23 3:58:44 PM CDT","2020-06-23","Chácara","Moscos","No","","","Sí","14","10","Sí","6","4","4",""
"2020/06/23 4:00:06 PM CDT","2020-06-23","Justo Rufino Barrios","Intermedia","Sí","6","11","Sí","511","11","Sí","3","4","3",""
"2020/06/23 4:24:22 PM CDT","2020-06-23","Florida","Moscos","Sí","5","4","Sí","1","3","Sí","5","5","5",""
"2020/06/23 4:27:25 PM CDT","2020-06-23","Florida","Intermedia","Sí","11","5","Sí","11","2","Sí","1","2","0",""
"2020/06/23 4:35:30 PM CDT","2020-06-23","San Francisco de Asís","Infantil","Sí","9","6","Sí","11","5","Sí","12","5","5",""
"2020/06/23 4:37:02 PM CDT","2020-06-23","San Francisco de Asís","Juvenil","Sí","10","4","Sí","11","5","Sí","10","5","4",""
"2020/06/23 4:40:04 PM CDT","2020-06-23","Castillo Lara","Moscos","No","","","Sí","12","06","Sí","01","5","4","Ninguno"
"2020/06/23 4:40:33 PM CDT","2020-06-23","Limón","Moscos","No","","","Sí","16","4","Sí","3","4","2",""
"2020/06/23 4:42:55 PM CDT","2020-06-23","Lourdes","Juvenil","No","","","Sí","16","14","Sí","10","3","3",""
"2020/06/23 4:48:24 PM CDT","2020-06-23","Bethania","Moscos","Sí","12","7","Sí","12","7","Sí","3","5","2",""
"2020/06/23 4:48:49 PM CDT","2020-06-23","Paraiso 2","Infantil","No","","","Sí","31","4","No","","","",""
"2020/06/23 4:49:23 PM CDT","2020-06-23","Milles Rock","Infantil","No","","","Sí","15","6","Sí","1","5","4",""
"2020/06/23 4:49:32 PM CDT","2020-06-22","Bethania","Moscos","No","","","Sí","12","9","Sí","3","5","3",""
"2020/06/23 5:04:02 PM CDT","2020-06-23","Maestro","Moscos","No","","","Sí","27","21","Sí","6","","5",""
"2020/06/23 5:05:47 PM CDT","2020-06-23","Maestro","Intermedia","No","","","Sí","25","18","Sí","6","","5",""
"2020/06/23 5:05:54 PM CDT","2020-06-23","Maestro","Juvenil","Sí","13 ","5","Sí","17 ","5","Sí","2","5","4",""
"2020/06/23 6:15:52 PM CDT","2020-06-23","Campo Marte","Intermedia","Sí","14","9","Sí","14","14","Sí","2","5","5",""
"2020/06/23 7:27:20 PM CDT","2020-06-23","Roosevelt","Moscos","Sí","5","5","Sí","15","10","Sí","3","4","3","🌎"
"2020/06/23 7:29:57 PM CDT","2020-06-23","Roosevelt","Juvenil","Sí","5","5","Sí","15","6","Sí","3","4","3","🌎"
"2020/06/23 7:46:42 PM CDT","2020-06-16","Gerona","Juvenil","Sí","15","11","Sí","15","11","Sí","5","5","5","muchas gracias"
"2020/06/23 7:49:50 PM CDT","2020-06-17","Gerona","Moscos","Sí","12","7","Sí","12","7","Sí","5","5","5","muchas gracias"
"2020/06/23 7:51:54 PM CDT","2020-06-17","Gerona","Infantil","Sí","9","6","Sí","9","6","Sí","5","5","5","muchas gracias"
"2020/06/23 7:53:27 PM CDT","2020-06-17","Gerona","Intermedia","Sí","15","11","Sí","15","11","Sí","5","5","5","muchas gracias"
"2020/06/23 7:54:56 PM CDT","2020-06-17","Gerona","Juvenil","Sí","15","11","Sí","15","11","Sí","5","5","5","muchas gracias
"
"2020/06/23 7:56:57 PM CDT","2020-06-18","Gerona","Moscos","Sí","12","5","Sí","12","5","Sí","5","5","5","muchas gracias"
"2020/06/23 7:58:47 PM CDT","2020-06-18","Gerona","Infantil","Sí","9","5","Sí","9","5","Sí","5","5","5","muchas gracias"
"2020/06/23 8:01:01 PM CDT","2020-06-18","Gerona","Intermedia","Sí","15","10","Sí","15","10","Sí","5","5","5","muchas gracias"
"2020/06/23 8:03:12 PM CDT","2020-06-18","Gerona","Juvenil","Sí","15","10","Sí","15","10","Sí","5","5","5","muchas gracias"
"2020/06/23 8:04:37 PM CDT","2020-06-19","Gerona","Moscos","Sí","12","5","Sí","12","5","Sí","5","5","5","muchas gracias"
"2020/06/23 8:06:22 PM CDT","2020-06-19","Gerona","Infantil","Sí","9","5","Sí","9","5","Sí","5","5","5","muchas gracias"
"2020/06/23 8:07:56 PM CDT","2020-06-19","Gerona","Intermedia","Sí","15","10","Sí","15","10","Sí","5","5","5","muchas gracias"
"2020/06/23 8:09:17 PM CDT","2020-06-19","Gerona","Juvenil","Sí","15","10","Sí","15","10","Sí","5","5","5","muchas gracias"
"2020/06/23 8:12:44 PM CDT","2020-06-22","Gerona","Moscos","Sí","12","5","Sí","12","5","Sí","5","5","5","muchas gracias"
"2020/06/23 8:14:15 PM CDT","2020-06-22","Gerona","Infantil","Sí","9","4","Sí","9","4","Sí","5","5","5","muchas gracias"
"2020/06/23 8:16:24 PM CDT","2020-06-22","Gerona","Intermedia","Sí","15","9","Sí","15","9","Sí","5","5","5","muchas gracias"
"2020/06/23 8:17:49 PM CDT","2020-06-22","Gerona","Juvenil","Sí","15","8","Sí","15","8","Sí","5","5","5","muchas gracias"
"2020/06/23 8:20:47 PM CDT","2020-06-23","Gerona","Moscos","Sí","12","6","Sí","12","6","Sí","5","5","5","muchas gracias"
"2020/06/23 8:22:36 PM CDT","2020-06-23","Gerona","Infantil","Sí","9","6","Sí","9","6","Sí","5","5","5","muchas gracias"
"2020/06/23 8:24:11 PM CDT","2020-06-23","Gerona","Intermedia","Sí","15","11","Sí","15","11","Sí","5","5","5","muchas gracias"
"2020/06/23 8:25:28 PM CDT","2020-06-23","Gerona","Juvenil","Sí","15","11","Sí","15","11","Sí","5","5","5","muchas gracias"
"2020/06/23 10:28:51 PM CDT","2020-06-23","Nimajuyú","Infantil","Sí","4","4","Sí","23","23","Sí","2","5","5",""
"2020/06/23 10:29:53 PM CDT","2020-06-23","Nimajuyú","Moscos","No","","","Sí","16","12","Sí","2","5","3",""
"2020/06/23 11:01:39 PM CDT","2020-06-23","Nimajuyú","Juvenil","No","","","Sí","17","16","Sí","3","5","3",""
"2020/06/24 7:12:23 AM CDT","2020-06-23","Lourdes","Moscos","Sí","10","7","Sí","15","13","Sí","4","5","5",""
"2020/06/24 7:13:28 AM CDT","2020-06-25","Lourdes","Moscos","Sí","10","10","Sí","9","9","Sí","4","5","5",""
"2020/06/24 10:43:28 AM CDT","2020-06-22","Capitalinos B-EMEFUT","Equipo Mayor","No","","","Sí","20","20","Sí","5","5","5",""
"2020/06/24 10:44:09 AM CDT","2020-06-24","Roosevelt","Intermedia","No","","","Sí","15","15","Sí","5","5","5",""
"2020/06/24 10:44:55 AM CDT","2020-06-24","Capitalinos B-EMEFUT","Equipo Mayor","No","","","Sí","20","20","Sí","","5","5",""
"2020/06/24 11:18:07 AM CDT","2020-06-24","Muniguate","Equipo Mayor","Sí","20","20","No","","","Sí","5","5","5",""
"2020/06/24 11:54:55 AM CDT","2020-06-23","Gerona","Sub-15","No","","","Sí","2","15","Sí","4","4","0",""
"2020/06/24 11:56:15 AM CDT","2020-06-23","Proyecto 4-10","Juvenil","No","","","Sí","2","18","Sí","4","4","0",""
"2020/06/24 11:57:07 AM CDT","2020-06-23","Proyecto 4-10","Intermedia","No","","","Sí","2","4","Sí","4","2","1",""
"2020/06/24 11:58:53 AM CDT","2020-06-23","Proyecto 4-10","Infantil","No","","","Sí","4","16","Sí","4","4","0",""
"2020/06/24 12:00:03 PM CDT","2020-06-23","Proyecto 4-10","Moscos","No","","","Sí","2","15","Sí","4","3","1",""
"2020/06/24 12:27:48 PM CDT","2020-06-24","Campo Marte","Moscos","No","","","Sí","23","22","Sí","4","5","3",""
"2020/06/24 1:39:44 PM CDT","2020-06-24","Lourdes","Juvenil","No","","","Sí","16","13","Sí","10","3","3",""
"2020/06/24 1:46:23 PM CDT","2020-06-24","Justo Rufino Barrios","Infantil","No","","","Sí","13","13","Sí","3","5","5",""
"2020/06/24 1:47:19 PM CDT","2020-06-24","Justo Rufino Barrios","Juvenil","No","","","Sí","12","12","Sí","3","5","5",""
"2020/06/24 1:51:44 PM CDT","2020-06-24","Santa Fe","Infantil","No","","","Sí","14","5","Sí","5","1","1",""
"2020/06/24 1:55:44 PM CDT","2020-06-24","Milles Rock","Intermedia","Sí","15","14","Sí","15","14","Sí","1","5","5",""
"2020/06/24 2:22:27 PM CDT","2020-06-24","San Francisco de Asís","Intermedia","Sí","6","2","Sí","13","11","Sí","2","5","2",""
"2020/06/24 2:25:25 PM CDT","2020-06-24","Campo Marte","Juvenil","Sí","10","9","Sí","8","7","Sí","1","5","5",""
"2020/06/24 2:27:23 PM CDT","2020-06-24","Justo Rufino Barrios","Moscos","Sí","13","13","Sí","13","13","Sí","4","5","5","Siempre trabajamos en casa con diferente ejercicios "
"2020/06/24 2:30:42 PM CDT","2020-06-23","Cantón 21","Moscos","No","","","Sí","25","17","Sí","5","4","4",""
"2020/06/24 2:31:47 PM CDT","2020-06-23","Cantón 21","Infantil","No","","","Sí","25","20","Sí","5","4","3",""
"2020/06/24 2:32:50 PM CDT","2020-06-23","Cantón 21","Intermedia","No","","","Sí","15","10","Sí","5","4","3",""
"2020/06/24 2:33:37 PM CDT","2020-06-23","Cantón 21","Juvenil","No","","","Sí","15","11","Sí","5","4","3",""
