"Timestamp","¿En qué fecha realizó los contactos?","Coloque la sede a la pertenecen los alumnos contactados:","Coloque la categoría a la pertenecen los alumnos contactados:","¿Realizó llamadas?","Cantidad de llamadas realizadas (sólo colocar el número de llamadas realizadas):","Cantidad de llamadas efectivas (sólo colocar el número de llamadas efectivas, si ninguna fue efectiva colocar 0):","¿Envío mensajes de contacto?","Cantidad de mensajes  enviados (colocar el número total de mensajes que envío para esta categoría):","Cantidad de mensajes que obtuvieron respuesta (colocar el número de respuestas que obtuvo de sus mensajes enviados):","¿Envío trabajos (entrenamientos)?","¿Cuántos ejercicios diferentes envío?","Que usted sepa, ¿cuántos de sus alumnos de esta categoría recibieron la unidad de entrenamiento?","Según usted, ¿cuántos de sus alumnos de esta categoría realizaron los trabajos?","Si tiene algún comentario o sugerencia escríbalo aquí:"
"2020/05/06 6:21:45 PM CDT","2020-05-05","Chácara","Sub-15","No","","","Sí","20","17","Sí","5","4","4",""
"2020/05/06 6:22:36 PM CDT","2020-05-06","Muniguate","Sub-15","No","","","Sí","20","20","Sí","8","5","5",""
"2020/05/06 6:28:16 PM CDT","2020-05-06","Santa Fe","Infantil","No","","","Sí","14","5","Sí","5","2","0",""
"2020/05/06 6:32:25 PM CDT","2020-05-06","Roosevelt","Moscos","Sí","15","10","Sí","12","10","Sí","2","3","3","Se realizaron varios intentos hasta lograr nuestro objetivo, se utilizaron las diferentes redes sociales ⚽"
"2020/05/06 6:35:32 PM CDT","2020-05-06","Roosevelt","Infantil","Sí","5","5","Sí","5","5","Sí","2","3","3","Se realizaron varios intentos hasta lograr nuestro objetivo y se utilizaron las"
"2020/05/06 6:38:14 PM CDT","2020-05-06","Roosevelt","Intermedia","Sí","7","7","Sí","10","7","Sí","2","4","4","Se realizaron varios intentos hasta lograr nuestro objetivo, se utilizaron las diferentes redes sociales ⚽"
"2020/05/06 6:40:29 PM CDT","2020-05-06","Roosevelt","Juvenil","Sí","7","5","Sí","10","8","Sí","3","3","3","Se realizaron varios intentos hasta lograr nuestro objetivo ,se utilizaron las diferentes redes sociales."
"2020/05/06 7:39:56 PM CDT","2020-05-06","Nimajuyú","Juvenil","No","","","Sí","16","9","Sí","5","5","3","Ejercicios de core o prevención "
"2020/05/06 7:50:35 PM CDT","2020-05-06","San Francisco de Asís","Moscos","Sí","5","4","Sí","15","8","Sí","3","3","3",""
"2020/05/06 8:29:53 PM CDT","2020-05-06","Campo Marte","Intermedia","Sí","12","5","Sí","12","12","Sí","2","5","5",""
"2020/05/06 8:54:36 PM CDT","2020-05-06","Cantón 21","Moscos","Sí","7","4","Sí","8","8","Sí","5","4","4",""
"2020/05/06 8:55:32 PM CDT","2020-05-06","Cantón 21","Infantil","Sí","8","8","Sí","11","11","Sí","5","4","4",""
"2020/05/06 8:56:23 PM CDT","2020-05-06","Cantón 21","Intermedia","Sí","9","8","Sí","9","9","Sí","6","4","3",""
"2020/05/06 8:57:19 PM CDT","2020-05-06","Cantón 21","Juvenil","Sí","9","6","Sí","10","10","Sí","6","4","4",""
"2020/05/07 2:07:51 AM CDT","2020-05-06","Bethania","Juvenil","Sí","20","8","No","","","Sí","","3","3",""
"2020/05/07 12:00:44 PM CDT","2020-05-06","Alameda","Infantil","Sí","20","20","Sí","20","18","Sí","8","5","4",""
"2020/05/07 12:03:58 PM CDT","2020-05-07","Milles Rock","Moscos","No","","","Sí","3","11","Sí","3","4","4",""
"2020/05/07 12:04:58 PM CDT","2020-05-07","Alameda","Infantil","Sí","17","17","Sí","17","15","Sí","9","5","4",""
"2020/05/07 12:31:46 PM CDT","2020-05-07","Lourdes","Moscos","Sí","10","8","Sí","20","15","Sí","5","5","5",""
"2020/05/07 12:32:00 PM CDT","2020-05-07","Lourdes","Moscos","Sí","10","8","Sí","20","15","Sí","5","5","5",""
"2020/05/07 12:36:09 PM CDT","2020-05-07","Paraiso 2","Juvenil","Sí","9","3","Sí","1","0","Sí","3","5","3",""
"2020/05/07 1:16:19 PM CDT","2020-05-07","Lourdes","Juvenil","No","","","Sí","10","10","Sí","6","4","3","ninguna"
"2020/05/07 1:30:38 PM CDT","2020-05-07","Florida","Juvenil","Sí","16","6","Sí","16","6","Sí","3","5","5",""
"2020/05/07 1:33:48 PM CDT","2020-05-07","Alameda","Moscos","Sí","14","14","Sí","14","14","Sí","3","5","5",""
"2020/05/07 1:38:44 PM CDT","2020-05-07","Muniguate","Equipo Mayor","No","","","Sí","10","10","Sí","6","5","5",""
"2020/05/07 1:42:11 PM CDT","2020-05-07","Paraiso 2","Moscos","No","","","Sí","30","13","Sí","3","5","3",""
"2020/05/07 1:44:38 PM CDT","2020-05-07","Castillo Lara","Moscos","No","","","Sí","12","07","Sí","01","5","4","Ninguno"
"2020/05/07 1:45:26 PM CDT","2020-05-07","Paraiso 2","Intermedia","Sí","1","1","Sí","5","5","Sí","3","5","3",""
"2020/05/07 1:46:52 PM CDT","2020-05-07","Santa Fe","Infantil","No","","","Sí","14","8","Sí","6","3","1",""
"2020/05/07 2:07:15 PM CDT","2020-05-07","Maestro","Juvenil","Sí","12","6","Sí","19","5","Sí","2","5","3",""
"2020/05/07 2:11:37 PM CDT","2020-05-07","Campo Marte","Sub-15","No","","","Sí","4","17","Sí","10","5","3",""
"2020/05/07 2:13:05 PM CDT","2020-05-07","Santa Fe","Juvenil","No","","","Sí","15","9","Sí","5","5","4",""
"2020/05/07 2:21:44 PM CDT","2020-05-07","Justo Rufino Barrios","Infantil","Sí","13","13","Sí","13","13","Sí","3","5","5",""
"2020/05/07 2:23:29 PM CDT","2020-05-07","Justo Rufino Barrios","Intermedia","Sí","15","15","Sí","15","15","Sí","3","5","5",""
"2020/05/07 2:24:54 PM CDT","2020-05-07","Justo Rufino Barrios","Juvenil","Sí","15","15","Sí","15","15","Sí","3","5","5",""
"2020/05/07 2:25:24 PM CDT","2020-05-07","Justo Rufino Barrios","Juvenil","Sí","15","15","Sí","15","15","Sí","3","5","5",""
"2020/05/07 2:29:35 PM CDT","2020-05-06","Limón","Infantil","Sí","10","10","Sí","10","10","Sí","14","5","3",""
"2020/05/07 2:33:56 PM CDT","2020-05-06","Limón","Juvenil","Sí","10","10","No","","","Sí","6","5","1",""
"2020/05/07 2:34:40 PM CDT","2020-05-06","Limón","Intermedia","Sí","4","3","Sí","2","1","Sí","6","3","2",""
"2020/05/07 2:35:21 PM CDT","2020-05-07","Limón","Infantil","Sí","10","10","Sí","10","10","Sí","16","5","3",""
"2020/05/07 2:36:01 PM CDT","2020-05-07","Limón","Intermedia","Sí","3","3","Sí","2","2","Sí","6","3","1",""
"2020/05/07 2:36:03 PM CDT","2020-05-07","Milles Rock","Juvenil","Sí","3","3","Sí","4","4","Sí","1","1","5",""
"2020/05/07 2:36:15 PM CDT","2020-05-07","Milles Rock","Juvenil","Sí","3","3","Sí","4","4","Sí","1","1","5",""
"2020/05/07 2:39:56 PM CDT","2020-05-07","Justo Rufino Barrios","Moscos","Sí","12","12","Sí","12","12","Sí","4","5","5","Siempre trabajamos en casa con diferente ejercicios siempre con balon "
"2020/05/07 2:47:20 PM CDT","2020-05-07","Lourdes","Moscos","No","","","Sí","20","15","Sí","3","5","4",""
"2020/05/07 2:48:28 PM CDT","2020-05-07","Lourdes","Infantil","Sí","15","10","No","","","Sí","3","4","3",""
"2020/05/07 2:49:28 PM CDT","2020-05-07","Lourdes","Intermedia","No","","","Sí","16","8","Sí","3","4","2",""
"2020/05/07 2:50:31 PM CDT","2020-05-07","Lourdes","Juvenil","No","","","Sí","16","11","Sí","3","4","4",""
"2020/05/07 3:08:00 PM CDT","2020-05-07","Chácara","Infantil","Sí","11","11","Sí","11","11","Sí","7","5","5","Tofo bien gracias "
"2020/05/07 3:08:48 PM CDT","2020-05-07","Milles Rock","Intermedia","Sí","10","5","Sí","10","5","Sí","1","5","5",""
"2020/05/07 3:13:05 PM CDT","2020-05-07","Bethania","Infantil","No","","","Sí","15","3","Sí","3","3","3",""
"2020/05/07 3:16:11 PM CDT","2020-05-07","Chácara","Infantil","Sí","16","15","Sí","16","15","Sí","6","5","5","LOS CONTACTOS FUERON VIA WHATSAPP FACEBOK  Y DOS LLAMADAS TEL."
"2020/05/07 3:25:23 PM CDT","2020-05-07","Castillo Lara","Infantil","No","","","Sí","12","6","Sí","3","","0","Casi no se reciben los trabajos por falta de internet"
"2020/05/07 3:26:26 PM CDT","2020-05-07","Capitalinos B-EMEFUT","Sub-18","Sí","20","10","Sí","25","10","Sí","15","5","5","Se envió a los alumnos informacion por medio de teletrabajo,llamadas,mensajes por wat shap y videos de entrenamiento,así como llamadas a los padres de familia,seguimiento por medio de enlaces y link. Todo en base a la planificación según Microciclo de actividades deportivas."
"2020/05/07 3:36:37 PM CDT","2020-05-07","Alameda","Juvenil","No","","","Sí","18","18","Sí","18","5","4",""
"2020/05/07 3:49:18 PM CDT","2020-05-07","Florida","Moscos","Sí","5","4","Sí","1","5","Sí","10","5","5",""
"2020/05/07 4:07:14 PM CDT","2020-05-07","Maestro","Infantil","No","","","No","","","No","","","","SE HABIA DEJADO TRABAJOS Y SUS VARIANTES!! HOY NO SE TUVO CINTACTO PERO ESTAMOS PENDIENTE A DUDAS.
"
"2020/05/07 4:13:34 PM CDT","2020-05-07","Alameda","Intermedia","No","","","Sí","15","15","Sí","3","5","4",""
"2020/05/07 4:18:07 PM CDT","2020-05-07","Milles Rock","Infantil","No","","","Sí","9","5","Sí","1","5","4",""
"2020/05/07 4:19:33 PM CDT","2020-05-07","San Francisco de Asís","Intermedia","Sí","6","1","Sí","11","4","Sí","5","5","0",""
"2020/05/07 4:28:50 PM CDT","2020-05-07","Limón","Moscos","No","","","Sí","20","0","Sí","3","4","1","La mayoría de padres de familia no miran los videos de entrenamientos en Youtube, porque no les alcanza los datos de una recarga de Internet."
"2020/05/07 4:38:29 PM CDT","2020-05-07","Maestro","Infantil","No","","","Sí","8","15","Sí","3","3","2","SE RECIBIO VIDEOS Y FOTOS DE TRABAJO DE ALGUNOS ALUMNOS Y SE MANDO ENTONCES MAS VARIANTES O COMBINACIONES, Y ASI OTROS SE INTEGRARON VIENDO EL CHAT."
"2020/05/07 4:43:48 PM CDT","2020-05-07","Campo Marte","Infantil","Sí","18","14","Sí","18","14","Sí","3","3","2","Muy bueno."
"2020/05/07 4:49:25 PM CDT","2020-05-07","Maestro","Moscos","No","","","Sí","27","21","Sí","5","","5",""
"2020/05/07 4:51:06 PM CDT","2020-05-07","Maestro","Intermedia","No","","","Sí","24","15","Sí","5","","4",""
"2020/05/07 4:55:46 PM CDT","2020-05-07","Campo Marte","Juvenil","Sí","15 ","15","Sí","11","9","Sí","2","5","5",""
"2020/05/07 5:01:34 PM CDT","2020-05-07","Proyecto 4-10","Juvenil","No","","","Sí","4","4","Sí","5","4","1",""
"2020/05/07 5:02:06 PM CDT","2020-05-07","Proyecto 4-10","Intermedia","No","","","Sí","2","4","Sí","5","1","1",""
"2020/05/07 5:02:43 PM CDT","2020-05-07","Proyecto 4-10","Infantil","No","","","Sí","7","11","Sí","4","5","3",""
"2020/05/07 5:03:30 PM CDT","2020-05-07","Proyecto 4-10","Moscos","No","","","Sí","3","9","Sí","8","3","3",""
"2020/05/07 5:04:04 PM CDT","2020-05-07","Chácara","Moscos","No","","","Sí","14","13","Sí","6","4","4",""
"2020/05/07 5:06:55 PM CDT","2020-05-07","Santa Fe","Moscos","No","","","Sí","9","1","Sí","3","2","1",""
"2020/05/07 5:07:53 PM CDT","2020-05-07","Santa Fe","Intermedia","No","","","Sí","15","5","Sí","3","4","1",""
"2020/05/07 5:09:01 PM CDT","2020-05-07","San Francisco de Asís","Infantil","Sí","13","11","Sí","14","9","Sí","13","","5",""
"2020/05/07 5:11:53 PM CDT","2020-05-07","San Francisco de Asís","Juvenil","Sí","10","5","Sí","13","8","Sí","14","5","4",""
"2020/05/07 5:17:32 PM CDT","2020-05-07","Limón","Intermedia","Sí","3","3","Sí","2","2","Sí","6","3","1",""
"2020/05/07 5:41:36 PM CDT","2020-05-07","Roosevelt","Moscos","Sí","10","10","Sí","15","10","Sí","3","3","3","Se realizaron varios intentos hasta lograr nuestro objetivo, vario"
"2020/05/07 5:47:01 PM CDT","2020-05-07","Roosevelt","Infantil","Sí","9","5","Sí","9","5","Sí","2","3","3","Se realizaron varios intentos hasta lograr nuestro objetivo,varios alumnos, indican que no "
"2020/05/07 5:51:11 PM CDT","2020-05-07","Roosevelt","Intermedia","Sí","10","10","Sí","15","10","Sí","2","3","3","Los estudiantes indican que deben salir a trabajar porque la situación económica está bien difícil y otros manifiestan no tener dinero para pagar las redes sociales ⚽"
"2020/05/07 5:51:46 PM CDT","2020-05-07","Bethania","Juvenil","No","","","Sí","20","10","Sí","","5","3",""
"2020/05/07 5:56:13 PM CDT","2020-05-07","Roosevelt","Juvenil","Sí","10","10","Sí","10","5","Sí","2","3","3","Cuando hablamos de ejercicios diferentes, también se toma en cuenta las variantes y los alumnos manifiestan que no tienen dinero para pagar las redes sociales correspondientes,💯⚽🌟"
"2020/05/07 7:05:16 PM CDT","2020-05-06","Florida","Intermedia","Sí","10","7","Sí","13","1","Sí","1","5","0","Saturados de muchas tareas "
"2020/05/07 7:06:12 PM CDT","2020-05-07","Florida","Intermedia","Sí","11","8","Sí","11","1","Sí","1","5","0","Poco acceso a internet "
"2020/05/07 7:19:38 PM CDT","2020-05-07","Nimajuyú","Intermedia","Sí","16","13","No","","","Sí","8","","5",""
"2020/05/07 7:43:14 PM CDT","2020-05-07","San Francisco de Asís","Moscos","Sí","5","4","Sí","9","5","Sí","3","4","4",""
"2020/05/07 7:53:10 PM CDT","2020-05-07","Gerona","Moscos","Sí","10","5","Sí","10","5","Sí","3","5","5","Muchas gracias"
"2020/05/07 8:16:41 PM CDT","2020-05-06","Florida","Infantil","No","","","Sí","15","7","Sí","4","3","4",""
"2020/05/07 8:18:11 PM CDT","2020-05-07","Florida","Infantil","No","","","Sí","15","10","Sí","4","4","5",""
"2020/05/07 8:28:36 PM CDT","2020-05-07","Castillo Lara","Intermedia","No","","","Sí","15","8","Sí","2","4","4",""
"2020/05/07 8:29:36 PM CDT","2020-05-07","Castillo Lara","Juvenil","No","","","Sí","10","4","Sí","2","4","2",""
"2020/05/07 8:31:38 PM CDT","2020-05-07","Nimajuyú","Juvenil","No","","","Sí","16","9","Sí","3","5","2","Coordinación y reacción "
"2020/05/07 8:33:14 PM CDT","2020-05-07","Campo Marte","Intermedia","Sí","13","5","Sí","12","","Sí","4","5","5",""
"2020/05/07 8:36:02 PM CDT","2020-05-07","Nimajuyú","Moscos","No","","","Sí","18","17","Sí","2","4","4",""
"2020/05/07 8:36:41 PM CDT","2020-05-07","Nimajuyú","Infantil","No","","","Sí","23","23","Sí","3","5","5",""
"2020/05/08 9:42:26 AM CDT","2020-05-07","Cantón 21","Moscos","Sí","5","5","Sí","6","6","Sí","4","4","4",""
"2020/05/08 9:44:03 AM CDT","2020-05-07","Cantón 21","Infantil","Sí","7","5","Sí","6","6","Sí","6","5","4",""
"2020/05/08 9:45:52 AM CDT","2020-05-07","Cantón 21","Intermedia","Sí","5","4","Sí","7","6","Sí","6","4","4",""
"2020/05/08 9:46:46 AM CDT","2020-05-07","Cantón 21","Juvenil","Sí","8","6","Sí","7","7","Sí","6","5","4",""
"2020/05/08 9:55:38 AM CDT","2020-05-08","San Francisco de Asís","Intermedia","Sí","6","2","Sí","14","11","Sí","5","2","3",""
"2020/05/08 11:22:26 AM CDT","2020-05-08","Campo Marte","Juvenil","Sí","11","11","Sí","4","4","Sí","2","5","5","De momento todo bien"
"2020/05/08 12:58:48 PM CDT","2020-05-08","Campo Marte","Infantil","Sí","17","15","Sí","1815","15","Sí","3","4","3","Muy bueno"
"2020/05/08 1:12:59 PM CDT","2020-05-08","Santa Fe","Infantil","No","","","Sí","14 ","9","Sí","4","2","1",""
"2020/05/08 1:13:31 PM CDT","2020-05-08","Muniguate","Equipo Mayor","Sí","12","12","No","","","Sí","5","5","","Continuamos con tele trabajo y videos de trabajo de entrenamientos"
"2020/05/08 1:16:32 PM CDT","2020-05-08","Alameda","Moscos","Sí","14","14","Sí","14","14","Sí","3","5","5",""
"2020/05/08 1:27:38 PM CDT","2020-05-08","Milles Rock","Intermedia","Sí","10","8","Sí","10","8","Sí","1","5","5",""
"2020/05/08 1:36:02 PM CDT","2020-05-08","Santa Fe","Juvenil","No","","","Sí","15","8","No","","","",""
"2020/05/08 1:46:09 PM CDT","2020-05-08","Justo Rufino Barrios","Infantil","Sí","12","12","Sí","12","12","No","","","",""
"2020/05/08 1:47:07 PM CDT","2020-05-08","Milles Rock","Moscos","Sí","1","1","Sí","3","3","Sí","3","3","3",""
"2020/05/08 1:47:41 PM CDT","2020-05-08","Justo Rufino Barrios","Intermedia","Sí","16","16","Sí","16","16","No","","","",""
"2020/05/08 1:48:09 PM CDT","2020-05-08","Alameda","Juvenil","No","","","Sí","18","18","Sí","18","5","4",""
"2020/05/08 1:49:21 PM CDT","2020-05-08","Justo Rufino Barrios","Juvenil","Sí","12","12","Sí","12","12","Sí","3","5","5",""
"2020/05/08 2:03:45 PM CDT","2020-05-08","Paraiso 2","Moscos","No","","","Sí","30","7","Sí","5","5","3",""
"2020/05/08 2:08:19 PM CDT","2020-05-08","Capitalinos B-EMEFUT","Equipo Mayor","No","","","Sí","20","20","Sí","5","5","5",""
"2020/05/08 2:19:53 PM CDT","2020-05-08","Milles Rock","Juvenil","Sí","8","5","No","","","Sí","1","1","5",""
"2020/05/08 2:34:58 PM CDT","2020-05-08","Roosevelt","Sub-15","No","","","Sí","5","17","Sí","10","5","4",""
"2020/05/08 2:44:54 PM CDT","2020-05-08","Justo Rufino Barrios","Moscos","Sí","10","10","Sí","10","10","Sí","4","5","5","Siempre trabajamos en casa con diferente ejercicios con balon "
"2020/05/08 2:53:14 PM CDT","2020-05-08","Castillo Lara","Moscos","No","","","Sí","12","09","Sí","01","5","4","Ninguno"
"2020/05/08 3:04:55 PM CDT","2020-05-08","Alameda","Intermedia","No","","","Sí","12","12","Sí","2","5","4","Algunas veces hacen los ejercicios porque les están dejando muchas tareas y pasan muy ocupados"
"2020/05/08 3:05:15 PM CDT","2020-05-08","Chácara","Intermedia","Sí","16","15","Sí","16","15","Sí","6","5","5","LOS CONTACTOS HAN SIDO VIA FACEBOOK WHATSAPP Y TRES LLAMADAS TELEFÓNICAS."
"2020/05/08 3:11:05 PM CDT","2020-05-08","Lourdes","Juvenil","No","","","Sí","16","10","Sí","7","4","3","ningina"
"2020/05/08 3:18:16 PM CDT","2020-05-08","Chácara","Infantil","Sí","11","11","Sí","11","11","Sí","7","5","5","Todo bien gracias "
"2020/05/08 3:19:11 PM CDT","2020-05-08","Chácara","Moscos","No","","","Sí","14","11","Sí","6","4","4",""
"2020/05/08 3:26:34 PM CDT","2020-05-08","Maestro","Infantil","No","","","Sí","3","16","Sí","4","3","2","SE ENVIO ALGO NUEVO PARA COMBIBARLOS CON LOS ANTERIORES"
"2020/05/08 3:30:11 PM CDT","2020-05-08","Alameda","Infantil","Sí","18","18","Sí","18","18","Sí","7","5","4",""
"2020/05/08 3:55:46 PM CDT","2020-05-08","Maestro","Juvenil","Sí","14","8","Sí","19","7","Sí","2","5","2",""
"2020/05/08 3:56:00 PM CDT","2020-05-08","Lourdes","Moscos","No","","","Sí","20","7","Sí","3","4","3",""
"2020/05/08 3:57:05 PM CDT","2020-05-08","Lourdes","Infantil","Sí","15","9","No","","","Sí","3","4","4",""
"2020/05/08 3:58:55 PM CDT","2020-05-08","Lourdes","Intermedia","No","","","Sí","15","6","Sí","3","3","2",""
"2020/05/08 3:59:55 PM CDT","2020-05-08","Lourdes","Juvenil","No","","","Sí","16","10","Sí","3","3","3",""
"2020/05/08 4:02:25 PM CDT","2020-05-08","Bethania","Infantil","No","","","Sí","15","6","Sí","3","5","2",""
"2020/05/08 4:16:16 PM CDT","2020-05-08","Florida","Moscos","Sí","5","5","Sí","1","3","Sí","6","5","5",""
"2020/05/08 4:19:37 PM CDT","2020-05-08","Maestro","Moscos","No","","","Sí","27","19","Sí","5","","5",""
"2020/05/08 4:22:29 PM CDT","2020-05-08","Milles Rock","Infantil","Sí","5","3","Sí","8","8","Sí","1","5","4",""
"2020/05/08 4:22:45 PM CDT","2020-05-08","Maestro","Intermedia","No","","","Sí","24","17","Sí","5","","4",""
"2020/05/08 4:26:58 PM CDT","2020-05-08","Limón","Moscos","No","","","Sí","20","0","Sí","3","4","0","La mayoría de padres de familia, no responden los mensajes. "
"2020/05/08 4:36:54 PM CDT","2020-05-08","Capitalinos B-EMEFUT","Sub-18","Sí","15","12","Sí","20","12","Sí","20","5","5","Se envió a los alumnos informacion por medio de teletrabajo,llamadas,mensajes por wat shap y videos de entrenamiento,así como llamadas a los padres de familia,seguimiento por medio de enlaces y link. Todo en base a la planificación según Microciclo de actividades deportivas."
"2020/05/08 5:00:37 PM CDT","2020-05-08","San Francisco de Asís","Infantil","Sí","10","6","Sí","14","7","Sí","13","","4",""
"2020/05/08 5:03:24 PM CDT","2020-05-08","San Francisco de Asís","Juvenil","Sí","1077","7","Sí","14","7","Sí","14","5","4",""
"2020/05/08 5:06:03 PM CDT","2020-05-08","Paraiso 2","Infantil","No","","","Sí","26","4","Sí","3","4","3",""
"2020/05/08 5:25:22 PM CDT","2020-05-08","Santa Fe","Moscos","No","","","Sí","9","2","No","","","",""
"2020/05/08 5:26:01 PM CDT","2020-05-08","Santa Fe","Intermedia","No","","","Sí","15","4","No","","","",""
"2020/05/08 5:36:36 PM CDT","2020-05-08","Florida","Intermedia","Sí","11","8","Sí","12","3","No","","","",""
"2020/05/08 6:00:21 PM CDT","2020-05-08","Proyecto 4-10","Juvenil","Sí","19","5","Sí","2","5","Sí","8","5","1",""
"2020/05/08 6:02:42 PM CDT","2020-05-08","Proyecto 4-10","Intermedia","Sí","10","6","Sí","2","3","Sí","5","2","1",""
"2020/05/08 6:03:30 PM CDT","2020-05-08","Proyecto 4-10","Infantil","Sí","17","11","Sí","5","11","Sí","3","5","3",""
"2020/05/08 6:04:35 PM CDT","2020-05-08","Proyecto 4-10","Moscos","Sí","12","10","Sí","2","10","Sí","10","3","3",""
"2020/05/08 6:39:11 PM CDT","2020-05-08","Roosevelt","Moscos","Sí","10","10","Sí","20","10","Sí","2","4","4","Los alumnos indican que no tienen dinero para pagar redes sociales y se lea dificultades enviar sus videos respectivos"
"2020/05/08 6:43:01 PM CDT","2020-05-08","Roosevelt","Infantil","Sí","10","5","Sí","10","5","Sí","2","3","3","Los alumnos indican que no tienen dinero para pagar las redes sociales respectivas y se les dificulta enviar su videotrabajo respectivo💯⚽"
"2020/05/08 6:45:17 PM CDT","2020-05-08","Roosevelt","Intermedia","Sí","10","5","Sí","10","5","Sí","2","3","3","Los alumnos indican que deben de salir a trabajar porque la situación económica está bien difícil ⚽💯"
"2020/05/08 6:49:32 PM CDT","2020-05-08","Roosevelt","Juvenil","Sí","10","5","Sí","10","5","Sí","2","3","3","Los alumnos de esta categoría indican que deben salir a trabajar porque la situación económica está bien difícil y no tiene tiempo para la filmación del vídeo respectivo💯⚽"
